assessment_id,scope_item_id,N2O,CO2,CH4,Other,total
2166,2,5,584,0,0,589
2166,3,0,0,0,0,0
2166,4,0,0,0,561,561
2166,5,0,0,0,0,0
2166,6,,,,,3880
2166,7,,,,,
2166,8,,,,,1887
2166,12,,,,,16223
2168,1,0,0,0,0,0
2168,2,0,0,0,0,0
2168,3,0,0,0,0,0
2168,4,0,0,0,0,0
2168,5,0,0,0,0,0
2168,6,,,,,1672
2168,7,,,,,
2168,9,,,,,7364
2168,10,,,,,16855
2168,11,,,,,657
2168,13,,,,,3912
2168,22,,,,,1283
2169,1,10,944,2,0,956
2169,2,1,75,0,0,76
2169,3,0,0,0,0,0
2169,4,0,0,0,0,0
2169,5,0,0,0,0,0
2169,6,,,,,79
2169,7,,,,,
2170,1,0,164,0,0,164
2170,2,0,302,0,0,302
2170,3,0,0,0,0,0
2170,4,0,0,0,92,92
2170,5,0,0,0,0,0
2170,6,,,,,450
2170,7,,,,,262
2170,8,,,,,300
2170,9,,,,,3967
2170,10,,,,,2276
2170,11,,,,,47
2170,12,,,,,1711
2170,13,,,,,879
2170,16,,,,,856
2170,22,,,,,1080
2171,1,0,0,0,0,0
2171,2,0,13893,0,0,13893
2171,3,0,0,0,0,0
2171,4,0,3165,0,0,3165
2171,5,0,0,0,0,0
2171,6,,,,,1433
2171,7,,,,,0
2174,1,71,5937,16,0,6024
2174,2,1,158,0,0,159
2174,3,0,0,0,0,0
2174,4,0,0,0,41,41
2174,5,0,0,0,0,0
2174,6,,,,,246
2174,7,,,,,5021
2174,8,,,,,1716
"2175,1,""2,12"",""203,12"",0,0,""205,24"""
"2175,2,""6,5"",""809,97"",0,0,""816,47"""
"2175,3,0,0,0,""0,56"",""0,56"""
"2175,4,0,0,0,""48,1"",""48,1"""
2175,5,0,0,0,0,0
"2175,6,,,,,""56,91"""
2175,7,,,,,0
"2175,1,""2,12"",""203,12"",0,0,""205,24"""
"2175,2,""0,65"",""809,97"",0,0,""810,62"""
"2175,3,0,0,0,""0,56"",""0,56"""
"2175,4,0,0,0,""48,1"",""48,1"""
"2175,5,0,0,0,""48,1"",""48,1"""
"2175,6,,,,,""56,91"""
2175,7,,,,,0
2178,1,0,622,0,0,622
2178,2,0,2352,0,0,2352
2178,3,0,0,0,0,0
2178,4,0,0,0,0,0
2178,5,0,0,0,0,0
2178,6,,,,,180
2178,7,,,,,39
"2179,1,0,""1,595"",0,0,""1,595"""
"2179,2,0,""44,895"",0,0,""44,895"""
"2179,3,0,""74,565"",0,0,""74,565"""
"2179,4,0,""103,9312"",0,0,""103,9312"""
2179,5,0,0,0,0,0
"2179,6,,,,,""788,25"""
2179,7,,,,,
"2180,1,0,""1356,79"",0,0,""1356,79"""
"2180,2,0,""838,83"",0,0,""838,83"""
"2180,3,0,""12477,38"",0,0,""12477,38"""
2180,4,0,0,0,0,0
2180,5,0,0,0,0,0
2180,6,,,,,
2180,7,,,,,
2180,1,0,1640,0,0,1640
2180,2,0,920,0,0,920
2180,3,0,15070,0,0,15070
2180,4,0,0,0,0,
2180,5,0,0,0,0,
2180,6,,,,,
2180,7,,,,,
"2182,1,""6,31"",""537,9"",""1,42"",0,""545,63"""
"2182,2,""0,12"",""15,15"",""0,01"",0,""15,28"""
2182,3,0,0,0,0,0
2182,4,0,0,0,0,0
2182,5,0,0,0,0,0
"2182,6,,,,,""106,8"""
2182,7,,,,,
2183,1,43,3607,10,0,3660
2183,2,1,113,0,0,114
2183,3,0,0,0,0,0
2183,4,0,0,0,0,0
2183,5,0,0,0,0,0
2183,6,,,,,868
2183,7,,,,,3792
2183,8,,,,,1296
2183,9,,,,,0
2183,10,,,,,0
2183,11,,,,,0
2183,12,,,,,0
2183,13,,,,,0
2183,14,,,,,0
2183,16,,,,,0
2183,17,,,,,0
2183,18,,,,,0
2183,19,,,,,0
2183,20,,,,,0
2183,21,,,,,0
2183,22,,,,,0
2183,23,,,,,0
2184,1,0,28,0,0,28
2184,2,9,1098,1,0,1108
2184,3,0,0,0,0,0
2184,4,0,0,0,0,0
2184,5,0,0,0,0,0
2184,6,,,,,68
2184,7,,,,,0
2184,8,,,,,300
2185,1,1,42,0,0,43
2185,2,7,902,1,0,910
2185,3,0,0,0,0,0
2185,4,0,0,0,0,0
2185,5,0,0,0,0,0
2185,6,,,,,58
2185,7,,,,,
2185,8,,,,,248
"2186,1,""12,68"",""1171,55"",""2,79"",0,""1187,02"""
"2186,2,""3,49"",""432,36"",""0,38"",0,""436,23"""
"2186,3,""5,96"",""2,6"",0,0,""8,56"""
"2186,4,""3,61"",0,0,0,""3,61"""
2186,5,0,0,0,0,0
"2186,6,,,,,""519,89"""
"2186,7,,,,,""275,36"""
"2186,8,,,,,""560,25"""
"2186,1,""30,4"",""2767,62"",""6,72"",0,""2804,74"""
"2186,2,""3,69"",""457,53"",""0,48"",0,""461,7"""
"2186,3,""5,96"",""2,6"",0,0,""8,56"""
"2186,4,0,0,0,""7,88"",""7,88"""
2186,5,0,0,0,0,
"2186,6,,,,,""491,42"""
2186,7,,,,,
"2186,8,,,,,""831,93"""
"2187,1,""29,6"",2492,""6,7"",0,""2528,3"""
2187,2,0,7,0,0,7
2187,3,0,0,0,0,0
2187,4,0,58,0,0,58
2187,5,0,0,0,0,0
2187,6,,,,,872
2187,7,,,,,
2188,1,0,157,0,0,157
2188,2,0,1736,0,0,1736
2188,3,0,0,0,0,0
2188,4,0,0,0,400,400
2188,5,0,0,0,0,0
2188,6,,,,,513
2188,7,,,,,
2188,13,,,,,588
"2189,1,0,""3341,1"",0,0,""3341,1"""
"2189,2,0,""52,2"",0,0,""52,2"""
2189,3,0,0,0,0,0
"2189,4,0,""1710,08"",0,0,""1710,08"""
2189,5,0,0,0,0,0
"2189,6,,,,,""579,3"""
"2189,7,,,,,""860,9"""
2190,1,3,244,1,0,248
2190,2,28,3520,2,0,3550
2190,3,0,0,0,0,0
2190,4,6,2,0,0,8
2190,5,0,0,0,0,0
2190,6,,,,,11
2190,7,,,,,
2190,8,,,,,975
2191,1,0,136,0,0,136
"2191,2,0,""441,9"",0,0,""441,9"""
2191,3,0,0,0,0,0
2191,4,0,0,0,0,0
2191,5,0,0,0,0,0
"2191,6,,,,,""7,2"""
"2191,7,,,,,""51,2"""
"2191,9,,,,,""575,1"""
"2191,10,,,,,""115,3"""
"2191,11,,,,,""97,3"""
"2191,12,,,,,""1642,2"""
"2191,13,,,,,""47,8"""
"2191,17,,,,,""329,5"""
"2191,18,,,,,""435,1"""
"2191,23,,,,,""453,5"""
"2191,1,0,""105,7"",0,0,""105,7"""
"2191,2,0,""418,5"",0,0,""418,5"""
2191,3,0,0,0,0,
2191,4,0,0,0,0,
2191,5,0,0,0,0,
2191,6,,,,,8
"2191,7,,,,,""54,5"""
"2191,9,,,,,""472,2"""
"2191,10,,,,,""115,3"""
"2191,11,,,,,""14,5"""
"2191,12,,,,,""1509,6"""
"2191,13,,,,,""61,4"""
"2191,17,,,,,""150,3"""
"2191,18,,,,,""383,8"""
"2191,23,,,,,""414,5"""
2192,1,39,3319,9,0,3367
2192,2,2,257,0,0,259
2192,3,0,0,0,0,0
2192,4,0,0,0,39,39
2192,5,0,0,0,0,0
2192,6,,,,,665
2192,7,,,,,0
"2193,1,0,""0,485"",0,0,""0,485"""
2193,2,0,0,0,0,0
2193,3,0,0,0,0,0
2193,4,0,0,0,0,0
2193,5,0,0,0,0,0
"2193,6,,,,,""16,92"""
2193,7,,,,,
"2193,13,,,,,""45,621"""
2195,1,129,10945,88,0,11162
2195,2,2,302,0,0,304
2195,3,0,0,0,0,0
2195,4,26,11,69,408,514
2195,5,0,0,0,0,0
2195,6,,,,,4359
2195,7,,,,,0
2195,8,,,,,2657
2195,9,,,,,18588
2195,10,,,,,11786
2195,11,,,,,794
2195,12,,,,,0
2195,13,,,,,6704
2195,14,,,,,4147
2195,15,,,,,0
2195,16,,,,,2216
2195,17,,,,,0
2195,18,,,,,0
2195,19,,,,,0
2195,20,,,,,0
2195,21,,,,,0
2195,22,,,,,24938
2195,23,,,,,106
"2196,1,0,""317,4"",0,0,""317,4"""
"2196,2,0,""28,9"",0,0,""28,9"""
"2196,3,0,""55,6"",0,0,""55,6"""
"2196,4,0,""95,8"",0,0,""95,8"""
2196,5,0,0,0,0,0
"2196,6,,,,,""150,49"""
2196,7,,,,,0
2196,1,0,348,0,0,348
"2196,2,0,""51,5"",0,0,""51,5"""
"2196,3,0,""63,6"",0,0,""63,6"""
"2196,4,0,""32,5"",0,0,""32,5"""
2196,5,0,0,0,0,0
2196,6,,,,,212
2196,7,,,,,0
"2197,1,""3,2"",""273,5"",""0,7"",0,""277,4"""
"2197,2,""0,3"",""41,2"",""0,1"",0,""41,6"""
2197,3,0,0,0,0,0
"2197,4,0,0,0,""12,4"",""12,4"""
2197,5,0,0,0,0,0
"2197,6,,,,,""104,6"""
2197,7,,,,,0
2199,1,24,2013,5,0,2042
2199,2,0,0,0,0,0
2199,3,0,0,0,0,0
2199,4,0,0,0,2,2
2199,5,0,0,0,0,0
2199,6,,,,,1405
2199,7,,,,,0
2199,8,,,,,1025
2199,1,0,2808,0,0,2808
2199,2,0,0,0,0,
2199,3,0,0,3358,0,3358
2199,4,0,0,0,0,
2199,5,0,0,0,0,
2199,6,,,,,1212
2199,7,,,,,0
2200,1,103,8661,23,0,8787
2200,2,0,0,0,0,0
2200,3,0,0,0,0,0
2200,4,0,0,9100,2,9102
2200,5,0,0,0,0,0
2200,6,,,,,3491
2200,7,,,,,0
2200,8,,,,,3482
2200,1,400,10179,307,0,10886
2200,2,0,1228,0,0,1228
2200,3,0,0,0,0,
2200,4,0,0,9185,0,9185
2200,5,0,0,0,0,
2200,6,,,,,3101
2200,7,,,,,0
2201,1,26,2191,6,0,2223
2201,2,0,0,0,0,0
2201,3,0,0,0,0,0
2201,4,0,0,6378,2,6380
2201,5,0,0,0,0,0
2201,6,,,,,2691
2201,7,,,,,0
2201,8,,,,,1643
"2201,1,""0,13"",3014,0,0,""3014,13"""
2201,2,69,3500,0,0,3569
2201,3,0,0,6378,0,6378
2201,4,0,0,0,0,
2201,5,0,0,0,0,
2201,6,,,,,2441
2201,7,,,,,461
"2203,1,0,""2848,35"",0,0,""2848,35"""
"2203,2,0,""79,58"",0,0,""79,58"""
2203,3,0,0,0,0,0
2203,4,0,0,0,0,0
2203,5,0,0,0,0,0
"2203,6,,,,,""1138,78"""
2203,7,,,,,0
"2204,1,""6,8"",""62483,7"",""0,072"",0,""62490,572"""
"2204,2,0,""2601,3"",0,0,""2601,3"""
2204,3,0,0,0,0,0
"2204,4,0,0,0,""5498,2"",""5498,2"""
2204,5,0,0,0,0,0
2204,6,,,,,62793
"2204,7,,,,,""7140,6"""
"2204,13,,,,,""22342,4"""
2204,22,,,,,30279
"2204,1,""2,6"",63989,""4,2"",0,""63995,8"""
"2204,2,0,""2891,9"",0,0,""2891,9"""
2204,3,0,0,0,0,
"2204,4,0,0,0,""3096,2"",""3096,2"""
2204,5,0,0,0,0,
"2204,6,,,,,""59283,6"""
"2204,7,,,,,""8698,7"""
"2204,11,,,,,""6696,8"""
"2204,13,,,,,""50763,8"""
"2204,22,,,,,""31212,6"""
2205,1,63,3896,13,0,3972
2205,2,94,10853,11,0,10958
2205,3,0,0,0,0,0
2205,4,0,0,0,99,99
2205,5,0,0,23,0,23
2205,6,,,,,665
2205,7,,,,,0
2205,8,,,,,0
2205,9,,,,,0
2205,10,,,,,0
2205,11,,,,,0
2205,12,,,,,0
2205,13,,,,,0
2205,14,,,,,0
2205,15,,,,,0
2205,16,,,,,0
2205,17,,,,,0
2205,18,,,,,0
2205,19,,,,,0
2205,20,,,,,0
2205,21,,,,,0
2205,22,,,,,0
2205,23,,,,,0
2206,1,131,11026,30,0,11187
2206,2,0,46,0,0,46
2206,3,0,0,0,0,0
2206,4,0,0,0,0,0
2206,5,0,0,0,0,0
2206,6,,,,,1204
2206,7,,,,,9093
2207,1,58,5149,17,0,5224
2207,2,162,20113,11,0,20286
2207,3,0,0,0,0,0
2207,4,0,0,0,0,0
2207,5,0,0,0,0,0
2207,6,,,,,1119
2207,7,,,,,145
2207,8,,,,,6690
2207,10,,,,,356
2207,13,,,,,134
2207,1,54,4840,12,0,4906
2207,2,150,18907,12,0,19069
2207,3,0,0,0,0,
2207,4,0,0,0,314,314
2207,5,0,0,0,0,
2207,6,,,,,1160
2207,7,,,,,69
2207,8,,,,,6048
2207,9,,,,,0
2207,10,,,,,442
2207,11,,,,,0
2207,12,,,,,0
2207,13,,,,,105
2207,14,,,,,0
2207,15,,,,,0
2207,16,,,,,0
2207,17,,,,,0
2207,18,,,,,0
2207,19,,,,,0
2207,20,,,,,0
2207,21,,,,,0
2207,22,,,,,0
2207,23,,,,,4946
2209,1,76,6415,17,0,6508
2209,2,0,8,0,0,8
2209,3,0,0,0,0,0
2209,4,0,0,0,0,0
2209,5,0,0,0,0,0
2209,6,,,,,2531
2209,7,,,,,0
"2211,1,""4,9"",""412,7"",""11,1"",0,""428,7"""
"2211,2,1,""120,9"",""0,1"",0,122"
2211,3,0,0,0,0,0
2211,4,0,0,0,5,5
2211,5,0,0,0,0,0
"2211,6,,,,,""269,7"""
"2211,7,,,,,""54,1"""
2212,1,115,11206,16,0,11337
2212,2,0,5524,0,0,5524
2212,3,0,0,0,0,0
2212,4,0,0,31658,13,31671
2212,5,0,0,0,0,0
2212,6,,,,,3768
2212,7,,,,,0
2212,8,,,,,2695
2212,11,,,,,5470
2212,1,22,9100,120,0,9242
2212,2,0,17888,0,0,17888
2212,3,0,0,0,0,
2212,4,0,0,31658,0,31658
2212,5,0,0,0,0,
2212,6,,,,,3982
2212,7,,,,,0
"2213,1,""0,13"",""2950,82"",""0,26"",0,""2951,21"""
"2213,2,0,""161,07"",0,0,""161,07"""
"2213,3,""2,42"",""0,24"",0,""0,11"",""2,77"""
2213,4,0,0,0,0,0
2213,5,0,0,0,0,0
"2213,6,,,,,""596,46"""
2213,7,,,,,
"2213,1,""0,13"",""2950,82"",""0,26"",0,""2951,21"""
"2213,2,0,""161,07"",0,0,""161,07"""
"2213,3,""2,42"",""0,24"",0,""0,11"",""2,77"""
2213,4,0,0,0,0,
2213,5,0,0,0,0,
2213,6,,,,,
2213,7,,,,,
2216,1,0,0,0,0,0
2216,2,12,1441,1,0,1454
2216,3,0,0,0,0,0
2216,4,0,0,0,0,0
2216,5,0,0,0,0,0
2216,6,,,,,
2216,7,,,,,
2217,1,36,3282,9,0,3327
2217,2,45,5521,3,0,5569
2217,3,0,0,0,0,0
2217,4,0,0,0,179,179
2217,5,0,0,0,0,0
2217,6,,,,,642
2217,7,,,,,0
2217,8,,,,,2316
2217,9,,,,,3605
2217,10,,,,,76
2217,11,,,,,56
2217,13,,,,,281
2217,22,,,,,3328
2224,1,4,358,1,0,363
2224,2,0,15,0,0,15
2224,3,0,0,0,0,0
2224,4,0,0,0,50,50
2224,5,0,0,0,0,0
2224,6,,,,,347
2224,7,,,,,344
2224,8,,,,,235
2224,9,,,,,851
2224,10,,,,,1396
2224,11,,,,,35
2224,13,,,,,6883
2224,22,,,,,7539
2225,1,0,779,0,0,779
2225,2,0,456,0,0,456
2225,3,0,0,0,0,0
2225,4,0,0,0,0,0
2225,5,0,0,0,0,0
2225,6,,,,,389
2225,7,,,,,1486
2226,1,0,157,0,0,157
2226,2,0,25545,0,0,25545
2226,3,1,0,5,0,6
2226,4,0,0,4232,0,4232
2226,5,0,0,0,0,0
2226,6,,,,,564
2226,7,,,,,0
2226,1,0,560,0,0,560
2226,2,0,15421,0,0,15421
2226,3,1,0,1,0,2
2226,4,0,0,5166,0,5166
2226,5,0,0,0,0,
2226,6,,,,,315
2226,7,,,,,0
"2227,1,""0,0015"",""75,99"",""0,002"",0,""75,9935"""
"2227,2,""0,0087"",""116968,61"",""0,0047"",0,""116968,6234"""
2227,3,0,0,0,0,0
2227,4,0,0,0,0,0
"2227,5,""0,02"",""549,61"",""0,01"",0,""549,64"""
2227,6,,,,,
2227,7,,,,,
2229,1,20,1722,5,0,1747
2229,2,0,55,0,0,55
2229,3,0,0,0,0,0
2229,4,0,0,0,103,103
2229,5,0,0,0,0,0
2229,6,,,,,218
2229,7,,,,,
2229,8,,,,,423
2230,1,6,454,1,0,461
2230,2,0,9,0,0,9
2230,3,0,0,0,0,0
2230,4,58,0,0,770,828
2230,5,0,0,0,0,0
2230,6,,,,,64
2230,7,,,,,0
2230,8,,,,,96
2230,9,,,,,810
2230,10,,,,,435
2230,11,,,,,153
2230,12,,,,,28
2230,13,,,,,0
2230,14,,,,,0
2230,15,,,,,0
2230,16,,,,,192
2230,17,,,,,0
2230,18,,,,,0
2230,19,,,,,0
2230,20,,,,,0
2230,21,,,,,0
2230,22,,,,,1056
2230,23,,,,,0
"2232,1,0,""89,2"",""0,01"",0,""89,21"""
"2232,2,""1,68"",""55565,92"",""0,84"",0,""55568,44"""
"2232,3,0,""0,09"",0,0,""0,09"""
2232,4,0,82,0,0,82
2232,5,0,0,0,0,0
"2232,6,,,,,""72,09"""
2232,7,,,,,0
"2232,1,0,""71,71"",""0,01"",0,""71,72"""
"2232,2,""1,54"",""50661,38"",""0,76"",0,""50663,68"""
"2232,3,0,""0,09"",0,0,""0,09"""
2232,4,0,0,0,0,0
2232,5,0,0,0,0,0
"2232,6,,,,,""49,39"""
2232,7,,,,,
2233,1,84,11947,14,0,12045
2233,2,0,74,0,0,74
2233,3,0,0,0,0,0
2233,4,0,267,0,0,267
2233,5,0,0,0,0,0
2233,6,,,,,2287
2233,7,,,,,0
2233,8,,,,,1824
2233,9,,,,,0
2233,10,,,,,10
2233,11,,,,,0
2233,12,,,,,0
2233,13,,,,,0
2233,14,,,,,0
2233,15,,,,,0
2233,16,,,,,0
2233,17,,,,,0
2233,18,,,,,0
2233,19,,,,,0
2233,20,,,,,0
2233,21,,,,,0
2233,22,,,,,1365
2233,23,,,,,0
"2234,1,""4,59"",""385,87"",""1,04"",0,""391,5"""
"2234,2,""0,3"",""36,78"",""0,03"",0,""37,11"""
2234,3,0,0,0,0,0
"2234,4,0,0,0,""163,32"",""163,32"""
2234,5,0,0,0,0,0
"2234,6,,,,,""193,22"""
2234,7,,,,,
2234,8,,,,,155
"2234,1,""7,04"",""660,41"",""1,54"",0,""668,99"""
"2234,2,""0,4"",""49,33"",""0,04"",0,""49,77"""
2234,3,0,0,0,0,
"2234,4,0,0,0,""151,68"",""151,68"""
2234,5,0,0,0,0,
"2234,6,,,,,""250,07"""
2234,7,,,,,
"2234,8,,,,,""230,31"""
2236,1,0,42,0,0,42
2236,2,0,40,0,0,40
2236,3,0,0,0,0,0
2236,4,0,11,0,0,11
2236,5,0,0,0,0,0
2236,6,,,,,21
2236,7,,,,,
2236,8,,,,,13
2236,9,,,,,31
2236,10,,,,,70
2236,11,,,,,3
2236,12,,,,,0
2236,13,,,,,57
2236,14,,,,,0
2236,15,,,,,0
2236,16,,,,,13
2236,17,,,,,0
2236,18,,,,,0
2236,19,,,,,0
2236,20,,,,,0
2236,21,,,,,0
2236,22,,,,,68
2236,23,,,,,0
"2237,1,""18,9"",1485,4,0,""1507,9"""
"2237,2,""2,59482"",1162,""0,22564"",0,""1164,82046"""
2237,3,0,0,0,0,0
2237,4,0,0,0,1025,1025
2237,5,0,0,0,0,0
2237,6,,,,,3353
2237,7,,,,,2752
2238,1,0,0,0,0,0
2238,2,45,5591,3,0,5639
2238,3,0,0,0,717,717
2238,4,0,0,0,0,0
2238,5,0,0,0,0,0
2238,6,,,,,270
2238,7,,,,,
2239,1,0,562,0,0,562
2239,2,0,1478,0,0,1478
"2239,3,0,""0,1"",0,0,""0,1"""
2239,4,0,339,0,0,339
"2239,5,0,""0,1"",0,0,""0,1"""
2239,6,,,,,1097
2239,7,,,,,1168
2239,8,,,,,402
2239,9,,,,,18742
2239,10,,,,,5776
2239,11,,,,,49
2239,12,,,,,144
2239,13,,,,,1552
"2239,14,,,,,""0,1"""
2239,15,,,,,0
2239,16,,,,,23
2239,17,,,,,265
"2239,18,,,,,""0,1"""
"2239,19,,,,,""0,1"""
"2239,20,,,,,""0,1"""
"2239,21,,,,,""0,1"""
2239,22,,,,,1817
"2239,23,,,,,""0,1"""
2239,1,0,660,0,0,660
2239,2,0,1997,0,0,1997
2239,3,0,0,0,0,0
2239,4,0,410,0,0,410
2239,5,0,0,0,0,0
2239,6,,,,,1500
2239,7,,,,,1800
2239,8,,,,,0
2239,9,,,,,5900
2239,10,,,,,4000
2239,11,,,,,42
2239,12,,,,,256
2239,13,,,,,1735
2239,14,,,,,0
2239,15,,,,,0
2239,16,,,,,22
2239,17,,,,,182
2239,18,,,,,0
2239,19,,,,,0
2239,20,,,,,0
2239,21,,,,,0
2239,22,,,,,2600
2239,23,,,,,0
2240,1,0,0,0,0,0
2240,2,51,6381,3,0,6435
2240,3,0,0,0,569,569
2240,4,0,0,0,71,71
2240,5,0,0,0,0,0
2240,6,,,,,301
2240,7,,,,,
2240,8,,,,,1790
2241,1,0,88,0,0,88
2241,2,0,173,0,0,173
2241,3,0,2,0,0,2
2241,4,0,0,0,0,0
2241,5,0,0,0,0,0
2241,6,,,,,136
2241,7,,,,,0
2241,8,,,,,100
2241,13,,,,,1502
2241,23,,,,,3247
2241,1,0,56,0,0,56
2241,2,0,157,0,0,157
2241,3,0,1,0,0,1
2241,4,0,0,0,0,
2241,5,0,0,0,0,
2241,6,,,,,99
2241,7,,,,,
2241,8,,,,,79
2241,13,,,,,1731
2241,23,,,,,2683
"2242,1,""0,28"",""6093,14"",""0,57"",0,""6093,99"""
"2242,2,0,""10,64"",0,0,""10,64"""
2242,3,0,0,0,0,0
2242,4,0,0,0,0,0
2242,5,0,0,0,0,0
2242,6,,,,,1730
2242,7,,,,,2560
2242,8,,,,,0
2242,9,,,,,0
2242,10,,,,,0
2242,11,,,,,0
2242,12,,,,,0
2242,13,,,,,0
2242,14,,,,,0
2242,15,,,,,0
2242,16,,,,,0
2242,17,,,,,0
2242,18,,,,,0
2242,19,,,,,0
2242,20,,,,,0
2242,21,,,,,0
2242,22,,,,,0
2242,23,,,,,0
"2242,1,0,""9911,13"",0,0,""9911,13"""
2242,2,0,0,0,0,0
2242,3,0,0,0,0,0
"2242,4,0,0,0,""147,26"",""147,26"""
2242,5,0,0,0,0,0
2242,6,,,,,2101
2242,7,,,,,0
2242,8,,,,,0
2242,9,,,,,0
2242,10,,,,,0
2242,11,,,,,0
2242,12,,,,,0
2242,13,,,,,0
2242,14,,,,,0
2242,15,,,,,0
2242,16,,,,,0
2242,17,,,,,0
2242,18,,,,,0
2242,19,,,,,0
2242,20,,,,,0
2242,21,,,,,0
2242,22,,,,,0
2242,23,,,,,0
2245,1,8,715,2,0,725
2245,2,0,40,0,0,40
2245,3,0,0,0,0,0
2245,4,0,0,0,12,12
2245,5,0,0,0,0,0
2245,6,,,,,76
2245,7,,,,,
2245,8,,,,,177
2245,9,,,,,5
2245,10,,,,,10
2245,11,,,,,18
2246,1,1,78,0,0,79
2246,2,1,141,0,0,142
2246,3,0,0,0,0,0
2246,4,0,58,0,0,58
2246,5,0,0,0,0,0
2246,6,,,,,45
2246,7,,,,,0
2246,8,,,,,57
2246,9,,,,,665
2246,10,,,,,480
2246,11,,,,,2
2246,12,,,,,0
2246,13,,,,,32
2246,14,,,,,0
2246,15,,,,,0
2246,16,,,,,121
2246,17,,,,,0
2246,18,,,,,0
2246,19,,,,,0
2246,20,,,,,0
2246,21,,,,,0
2246,22,,,,,332
2246,23,,,,,0
2247,1,0,1280349,0,0,1280349
2247,2,0,9149,0,0,9149
2247,3,0,0,0,0,0
2247,4,0,0,0,0,0
2247,5,0,0,0,0,0
2247,6,,,,,6638
2247,7,,,,,22019
2247,12,,,,,54331
2247,1,0,1352066,0,0,1352066
2247,2,0,3203,0,0,3203
2247,3,0,0,0,0,
2247,4,0,0,0,0,
2247,5,0,0,0,0,
2247,6,,,,,10345
2247,7,,,,,26555
2247,12,,,,,47075
2249,1,28,2414,6,0,2448
2249,2,0,294,0,0,294
2249,3,0,0,0,0,0
2249,4,0,182,0,0,182
2249,5,0,0,0,0,0
2249,6,,,,,3022
2249,7,,,,,0
2249,8,,,,,544
2249,9,,,,,0
2249,10,,,,,0
2249,11,,,,,0
2249,12,,,,,0
2249,13,,,,,0
2249,14,,,,,0
2249,15,,,,,0
2249,16,,,,,0
2249,17,,,,,0
2249,18,,,,,0
2249,19,,,,,0
2249,20,,,,,0
2249,21,,,,,0
2249,22,,,,,0
2249,23,,,,,0
2249,1,63,5506,14,0,5583
2249,2,0,261,0,0,261
2249,3,0,35,0,0,35
2249,4,0,0,0,0,0
2249,5,0,0,0,0,0
2249,6,,,,,2713
2249,7,,,,,0
2249,8,,,,,1140
2249,9,,,,,0
2249,10,,,,,0
2249,11,,,,,0
2249,12,,,,,0
2249,13,,,,,0
2249,14,,,,,0
2249,15,,,,,0
2249,16,,,,,0
2249,17,,,,,0
2249,18,,,,,0
2249,19,,,,,0
2249,20,,,,,0
2249,21,,,,,0
2249,22,,,,,0
2249,23,,,,,0
"2251,1,""8,18"",""688,24"",""1,85"",0,""698,27"""
"2251,2,""0,09"",""10,58"",""0,03"",0,""10,7"""
2251,3,0,0,0,0,0
2251,4,0,0,0,0,0
2251,5,0,0,0,0,0
"2251,6,,,,,""98,93"""
2251,7,,,,,
"2251,8,,,,,""171,99"""
"2251,1,""10,98"",""959,87"",""2,45"",0,""973,3"""
"2251,2,""0,09"",""11,06"",""0,03"",0,""11,18"""
2251,3,0,0,0,0,
2251,4,0,0,0,0,
2251,5,0,0,0,0,
"2251,6,,,,,""90,48"""
2251,7,,,,,
"2251,8,,,,,""222,71"""
"2252,1,0,""32,65"",0,0,""32,65"""
"2252,2,0,""58,71"",0,0,""58,71"""
2252,3,0,0,0,0,0
2252,4,0,0,0,0,0
2252,5,0,0,0,0,0
2252,6,,,,,1113
2252,7,,,,,
"2252,8,,,,,""430,5"""
2252,9,,,,,2
"2252,11,,,,,""399,4"""
"2252,13,,,,,""0,1"""
2253,1,0,1077,0,0,1077
2253,2,0,6480,0,0,6480
2253,3,0,0,0,0,0
2253,4,0,0,0,0,0
2253,5,0,0,0,0,0
2253,6,,,,,598
2253,7,,,,,
2253,8,,,,,1870
2253,9,,,,,1636
2253,10,,,,,3025
2253,11,,,,,85
2253,12,,,,,3443
2253,13,,,,,333
2253,19,,,,,146
2253,22,,,,,2646
2258,1,5,548,1,0,554
2258,2,0,18,0,0,18
2258,3,0,0,0,0,0
2258,4,0,79,0,0,79
2258,5,0,0,0,0,0
2258,6,,,,,40
2258,7,,,,,0
2261,1,8,706,2,0,716
2261,2,5,676,0,0,681
2261,3,0,0,0,0,0
2261,4,0,0,0,0,0
2261,5,0,0,0,0,0
2261,6,,,,,118
2261,7,,,,,
2261,8,,,,,314
2261,23,,,,,7
2262,1,0,50,0,0,50
2262,2,0,15718,0,0,15718
2262,3,0,12,0,0,12
2262,4,0,0,0,0,0
2262,5,0,0,0,0,0
2262,6,,,,,
2262,7,,,,,
2263,1,1,117,0,0,118
2263,2,0,46,0,0,46
2263,3,0,0,0,0,0
2263,4,0,0,0,25,25
2263,5,0,0,0,0,0
2263,6,,,,,21
2263,7,,,,,0
2263,8,,,,,37
2263,1,0,136,0,0,136
2263,2,0,20,0,0,20
2263,3,0,0,0,0,0
2263,4,0,0,0,0,0
2263,5,0,0,0,0,
2263,6,,,,,31
2263,7,,,,,0
2265,1,0,0,0,0,0
"2265,2,0,""11,5"",0,0,""11,5"""
2265,3,0,0,0,0,0
"2265,4,0,""2,3"",0,0,""2,3"""
2265,5,0,0,0,0,0
"2265,6,,,,,""142,6"""
2265,7,,,,,0
2265,8,,,,,0
"2265,9,,,,,""30,3"""
